,HM01_UR,HM01_UTI,HM03_UR,HM03_UTI,HM06_UR,HM06_UTI,HM07_UR,HM07_UTI,HM14_UR,HM14_UTI,HM17_UR,HM17_UTI,HM43_UR,HM43_UTI,HM54_UR,HM54_UTI,HM56_UR,HM56_UTI,HM57_UR,HM57_UTI,HM60_UR,HM60_UTI,HM66_UR,HM66_UTI,HM68_UR,HM68_UTI,HM86_UR,HM86_UTI
b2294,6945.0,333.0,7446.0,1027.0,5702.0,481.0,5506.0,141.0,5665.0,871.0,3080.0,66.0,5461.0,1081.0,4013.0,459.0,3772.0,1028.0,3940.0,43.0,2759.0,37.0,3702.0,2.0,5669.0,195.0,3208.0,475.0
b0676,4398.0,752.0,12597.0,1387.0,10718.0,1178.0,11769.0,620.0,8947.0,2190.0,5311.0,264.0,4330.0,3234.0,8871.0,1733.0,5752.0,3429.0,5653.0,177.0,5321.0,147.0,8684.0,18.0,4454.0,479.0,6271.0,1541.0
b3702,7619.0,3397.0,10737.0,7661.0,21513.0,4846.0,11919.0,1545.0,12846.0,7141.0,9847.0,998.0,6543.0,6070.0,7765.0,7223.0,6590.0,15662.0,6428.0,951.0,5950.0,823.0,7382.0,47.0,2977.0,2203.0,8796.0,6075.0
b2178,261.0,27.0,664.0,56.0,379.0,43.0,753.0,26.0,488.0,88.0,286.0,10.0,361.0,77.0,258.0,45.0,253.0,89.0,267.0,5.0,235.0,5.0,301.0,1.0,903.0,23.0,210.0,55.0
b3829,52906.0,111.0,164869.0,575.0,316375.0,2639.0,74054.0,276.0,356312.0,8842.0,514501.0,163.0,457975.0,6166.0,368105.0,243.0,462886.0,1346.0,573346.0,30.0,65993.0,12.0,127887.0,10.0,695.0,290.0,104711.0,2054.0
b2114,7492.0,2079.0,10088.0,5571.0,10984.0,2148.0,10485.0,1186.0,8223.0,4967.0,9904.0,839.0,14857.0,3924.0,8731.0,4077.0,5564.0,7192.0,11130.0,454.0,5200.0,523.0,5466.0,43.0,4071.0,899.0,5488.0,3514.0
b1703,1202.0,29.0,1967.0,88.0,1392.0,55.0,2414.0,39.0,2473.0,261.0,2054.0,18.0,3267.0,341.0,1398.0,60.0,1791.0,293.0,2571.0,9.0,1625.0,21.0,1185.0,2.0,2850.0,46.0,1024.0,113.0
b0957,104502.0,17847.0,222513.0,64553.0,150473.0,35682.0,231944.0,9446.0,110311.0,73084.0,197791.0,13152.0,153491.0,51619.0,207253.0,46918.0,167152.0,137442.0,189951.0,7138.0,126413.0,4726.0,181947.0,464.0,80467.0,14429.0,177554.0,50889.0
b2207,501.0,6.0,362.0,33.0,272.0,27.0,160.0,7.0,150.0,62.0,362.0,13.0,404.0,7.0,157.0,18.0,149.0,60.0,171.0,2.0,74.0,0.0,113.0,3.0,918.0,7.0,186.0,36.0
b4021,1032.0,10.0,920.0,77.0,649.0,22.0,587.0,26.0,704.0,92.0,455.0,4.0,463.0,29.0,422.0,9.0,244.0,30.0,352.0,4.0,710.0,5.0,222.0,1.0,101.0,9.0,261.0,16.0
b1004,4021.0,6.0,7100.0,68.0,2859.0,73.0,10515.0,37.0,3544.0,27.0,4020.0,9.0,7245.0,127.0,4416.0,44.0,4095.0,114.0,8480.0,4.0,1939.0,3.0,3652.0,2.0,660.0,13.0,530.0,49.0
b0970,1060.0,584.0,1846.0,520.0,3855.0,888.0,903.0,139.0,1247.0,645.0,1578.0,201.0,2108.0,1989.0,587.0,822.0,1067.0,1912.0,4725.0,113.0,1023.0,99.0,957.0,8.0,12090.0,135.0,1105.0,656.0
b3180,2210.0,706.0,4448.0,1031.0,4838.0,370.0,4461.0,286.0,3410.0,3343.0,3435.0,588.0,2488.0,1612.0,2698.0,1106.0,1855.0,2281.0,1771.0,197.0,1749.0,175.0,1735.0,11.0,2806.0,829.0,1716.0,1819.0
b1767,853.0,242.0,1578.0,519.0,1204.0,246.0,1297.0,68.0,1159.0,1312.0,853.0,101.0,947.0,640.0,578.0,333.0,415.0,566.0,495.0,43.0,432.0,29.0,585.0,9.0,818.0,135.0,560.0,435.0
b0992,388.0,6.0,630.0,31.0,150.0,15.0,305.0,4.0,307.0,88.0,97.0,2.0,86.0,10.0,70.0,18.0,187.0,31.0,100.0,15.0,90.0,1.0,149.0,3.0,55.0,2.0,129.0,13.0
b4118,348.0,5.0,282.0,6.0,231.0,64.0,409.0,6.0,574.0,38.0,608.0,5.0,368.0,188.0,834.0,28.0,488.0,68.0,582.0,12.0,628.0,2.0,1038.0,4.0,132.0,18.0,588.0,54.0
b4183,72.0,9.0,102.0,4.0,139.0,16.0,107.0,3.0,26.0,9.0,295.0,14.0,48.0,31.0,148.0,35.0,110.0,52.0,78.0,11.0,54.0,9.0,90.0,0.0,51.0,1.0,31.0,15.0
b0355,244.0,78.0,324.0,263.0,390.0,184.0,378.0,54.0,320.0,183.0,358.0,17.0,468.0,141.0,517.0,269.0,305.0,556.0,371.0,24.0,217.0,16.0,184.0,1.0,322.0,67.0,185.0,111.0
b0396,779.0,120.0,962.0,149.0,964.0,107.0,1297.0,48.0,686.0,278.0,833.0,62.0,833.0,220.0,451.0,93.0,942.0,276.0,986.0,43.0,744.0,18.0,1343.0,5.0,1817.0,55.0,794.0,214.0
b2106,223.0,60.0,365.0,73.0,412.0,48.0,265.0,22.0,116.0,26.0,212.0,14.0,201.0,74.0,147.0,45.0,217.0,111.0,170.0,9.0,118.0,14.0,94.0,2.0,173.0,27.0,170.0,67.0
b2319,645.0,224.0,827.0,399.0,1107.0,278.0,803.0,93.0,1000.0,868.0,856.0,83.0,707.0,447.0,878.0,325.0,652.0,917.0,620.0,45.0,461.0,29.0,727.0,3.0,922.0,116.0,765.0,399.0
b3321,4522.0,9886.0,6330.0,25348.0,14434.0,9401.0,5617.0,5549.0,6278.0,13908.0,11723.0,3703.0,9889.0,16730.0,10951.0,18287.0,10361.0,46619.0,6359.0,2138.0,6733.0,1822.0,7745.0,111.0,7280.0,3871.0,9857.0,16095.0
b0846,115.0,37.0,219.0,52.0,324.0,80.0,227.0,21.0,196.0,94.0,147.0,10.0,190.0,52.0,191.0,94.0,177.0,149.0,160.0,14.0,75.0,2.0,127.0,1.0,205.0,22.0,150.0,42.0
b1643,244.0,41.0,645.0,97.0,430.0,78.0,665.0,27.0,475.0,355.0,264.0,27.0,209.0,184.0,299.0,255.0,160.0,229.0,406.0,15.0,263.0,13.0,237.0,3.0,474.0,31.0,174.0,74.0
b3573,118.0,8.0,255.0,21.0,205.0,27.0,333.0,6.0,324.0,71.0,155.0,4.0,140.0,22.0,99.0,20.0,78.0,29.0,102.0,3.0,88.0,5.0,75.0,0.0,80.0,12.0,151.0,26.0
b3932,3779.0,651.0,2975.0,1163.0,2829.0,1162.0,2704.0,300.0,2798.0,1136.0,1715.0,231.0,1912.0,1939.0,2273.0,1275.0,1576.0,2209.0,1463.0,127.0,872.0,63.0,1169.0,12.0,6383.0,261.0,926.0,861.0
b0178,9712.0,1516.0,14113.0,2700.0,7802.0,1506.0,10379.0,887.0,11776.0,4409.0,10646.0,550.0,11271.0,2126.0,11293.0,1820.0,10022.0,4610.0,9353.0,195.0,6101.0,194.0,7103.0,17.0,7458.0,821.0,7692.0,1713.0
b2909,4269.0,1472.0,5396.0,2771.0,5914.0,1640.0,6222.0,691.0,5260.0,4217.0,4979.0,448.0,4866.0,1993.0,3670.0,1875.0,4581.0,5167.0,4743.0,286.0,2234.0,160.0,3490.0,18.0,5363.0,606.0,3632.0,1838.0
b3650,4734.0,2482.0,1751.0,1406.0,11096.0,4300.0,5955.0,1174.0,6217.0,6429.0,7201.0,1071.0,5223.0,4465.0,5602.0,6320.0,4831.0,10361.0,4596.0,635.0,1365.0,211.0,4390.0,48.0,6206.0,1608.0,4313.0,4056.0
b1050,213.0,59.0,159.0,33.0,121.0,46.0,224.0,11.0,103.0,30.0,94.0,9.0,82.0,28.0,198.0,92.0,171.0,105.0,126.0,9.0,76.0,4.0,85.0,1.0,117.0,20.0,132.0,87.0
b1238,610.0,172.0,1477.0,471.0,1560.0,184.0,1436.0,94.0,940.0,880.0,823.0,125.0,795.0,864.0,633.0,345.0,483.0,1140.0,411.0,59.0,399.0,46.0,881.0,5.0,1578.0,215.0,385.0,383.0
b2675,12010.0,86.0,17857.0,626.0,27442.0,933.0,30062.0,1088.0,28968.0,219.0,17700.0,146.0,5663.0,7935.0,21261.0,307.0,22395.0,2397.0,11467.0,112.0,16038.0,28.0,15781.0,29.0,473.0,369.0,5123.0,1061.0
b0786,1274.0,109.0,2864.0,426.0,2053.0,292.0,2433.0,75.0,2500.0,681.0,2150.0,76.0,2495.0,620.0,1796.0,270.0,1884.0,713.0,2828.0,35.0,971.0,27.0,1601.0,6.0,1912.0,122.0,1445.0,377.0
b3920,2324.0,571.0,3148.0,1228.0,2192.0,721.0,3618.0,394.0,1867.0,2447.0,1575.0,309.0,1631.0,868.0,1502.0,1081.0,1212.0,1859.0,1539.0,159.0,938.0,137.0,1384.0,40.0,4269.0,621.0,1313.0,645.0
b1982,9596.0,343.0,3678.0,210.0,3124.0,147.0,14386.0,341.0,4156.0,464.0,3128.0,27.0,4973.0,435.0,9802.0,766.0,9943.0,1498.0,4294.0,14.0,3343.0,22.0,6304.0,4.0,3018.0,40.0,8125.0,868.0
b2142,124.0,49.0,294.0,299.0,262.0,61.0,438.0,23.0,169.0,1694.0,222.0,31.0,273.0,96.0,160.0,185.0,306.0,252.0,222.0,10.0,87.0,25.0,134.0,3.0,229.0,51.0,181.0,62.0
b0306,2739.0,168.0,1724.0,401.0,1319.0,243.0,823.0,23.0,2906.0,6404.0,533.0,18.0,3031.0,519.0,724.0,117.0,881.0,490.0,1089.0,33.0,1991.0,49.0,824.0,8.0,1274.0,108.0,817.0,184.0
b0795,690.0,68.0,737.0,73.0,1007.0,143.0,950.0,46.0,363.0,96.0,817.0,21.0,1363.0,155.0,557.0,95.0,798.0,293.0,1367.0,18.0,559.0,8.0,732.0,1.0,1979.0,41.0,665.0,129.0
b2683,572.0,438.0,1002.0,978.0,904.0,555.0,1070.0,200.0,995.0,891.0,813.0,117.0,735.0,417.0,759.0,990.0,832.0,1599.0,657.0,120.0,701.0,76.0,891.0,5.0,1098.0,226.0,1128.0,479.0
b2762,61.0,11.0,361.0,95.0,106.0,53.0,362.0,26.0,279.0,117.0,152.0,12.0,243.0,72.0,217.0,81.0,251.0,118.0,224.0,14.0,95.0,8.0,224.0,0.0,511.0,27.0,247.0,64.0
b2580,801.0,135.0,1034.0,167.0,1106.0,153.0,536.0,33.0,695.0,286.0,943.0,38.0,1019.0,232.0,731.0,273.0,774.0,407.0,1063.0,21.0,1661.0,142.0,899.0,3.0,1924.0,124.0,849.0,194.0
b4411,296.0,84.0,1176.0,123.0,262.0,68.0,1376.0,28.0,429.0,39.0,1387.0,44.0,843.0,87.0,1109.0,97.0,579.0,208.0,2197.0,59.0,501.0,28.0,886.0,0.0,94.0,37.0,91.0,23.0
b4037,7209.0,10.0,588.0,38.0,7962.0,518.0,417.0,17.0,2777.0,24.0,412.0,6.0,1778.0,534.0,6627.0,46.0,765.0,106.0,2912.0,13.0,408.0,2.0,322.0,1.0,82.0,13.0,2552.0,30.0
b0588,2107.0,64.0,3218.0,196.0,2689.0,292.0,4548.0,367.0,3422.0,252.0,2468.0,170.0,1929.0,1372.0,3313.0,263.0,2663.0,1129.0,2040.0,73.0,1920.0,85.0,1902.0,16.0,1421.0,100.0,2046.0,614.0
b0471,3309.0,1275.0,3900.0,3003.0,4851.0,1908.0,3976.0,929.0,4637.0,5015.0,3429.0,515.0,7170.0,2454.0,5289.0,1803.0,5048.0,5332.0,3509.0,352.0,3863.0,256.0,3916.0,14.0,4420.0,1435.0,3359.0,1981.0
b2436,1041.0,307.0,1049.0,278.0,1029.0,309.0,1224.0,115.0,1027.0,374.0,862.0,61.0,562.0,367.0,744.0,405.0,562.0,443.0,640.0,44.0,501.0,19.0,496.0,5.0,712.0,102.0,720.0,220.0
b0027,708.0,216.0,1660.0,874.0,1194.0,448.0,1197.0,152.0,1370.0,808.0,1741.0,143.0,1600.0,700.0,1877.0,907.0,1669.0,1347.0,1661.0,85.0,1297.0,56.0,1233.0,7.0,1607.0,175.0,1187.0,534.0
b2833,352.0,23.0,945.0,42.0,378.0,35.0,727.0,17.0,858.0,141.0,339.0,7.0,533.0,49.0,456.0,16.0,305.0,63.0,589.0,9.0,380.0,8.0,381.0,3.0,925.0,14.0,170.0,20.0
b0095,11048.0,1967.0,21073.0,3875.0,14831.0,1753.0,20019.0,881.0,21628.0,6690.0,16502.0,805.0,15485.0,3757.0,12613.0,2645.0,11782.0,5244.0,17961.0,270.0,9356.0,279.0,10927.0,17.0,12155.0,742.0,10350.0,2826.0
b4214,1807.0,114.0,2377.0,270.0,1543.0,159.0,2308.0,57.0,1991.0,434.0,965.0,24.0,1434.0,302.0,1270.0,256.0,1055.0,343.0,1752.0,30.0,764.0,31.0,805.0,2.0,1119.0,57.0,632.0,172.0
b4161,1462.0,760.0,2796.0,1017.0,3797.0,1321.0,3037.0,224.0,2409.0,1135.0,2031.0,238.0,1540.0,730.0,1298.0,947.0,1664.0,2866.0,1847.0,152.0,1068.0,120.0,1672.0,6.0,4511.0,275.0,1940.0,1135.0
b0525,10163.0,3711.0,11624.0,4778.0,14408.0,3368.0,12513.0,1449.0,11785.0,6512.0,8616.0,1201.0,10585.0,3747.0,10665.0,4114.0,8930.0,11489.0,9299.0,562.0,7840.0,474.0,5991.0,62.0,9335.0,1213.0,7023.0,4390.0
b1920,3911.0,214.0,16724.0,671.0,5360.0,359.0,20434.0,435.0,12336.0,2997.0,5906.0,70.0,3646.0,559.0,6784.0,425.0,7038.0,889.0,7053.0,34.0,8925.0,55.0,4770.0,12.0,1478.0,63.0,4334.0,678.0
b3212,36962.0,1222.0,36468.0,2132.0,23571.0,1118.0,25126.0,591.0,36484.0,6623.0,28538.0,413.0,34335.0,2254.0,31125.0,2633.0,12118.0,1035.0,19108.0,150.0,12965.0,77.0,13933.0,30.0,22537.0,386.0,24277.0,1925.0
b4057,542.0,18.0,698.0,69.0,483.0,62.0,877.0,23.0,569.0,131.0,553.0,21.0,1267.0,138.0,856.0,121.0,637.0,130.0,881.0,16.0,354.0,7.0,990.0,3.0,968.0,38.0,691.0,57.0
b0199,12569.0,349.0,12363.0,753.0,18180.0,515.0,6254.0,45.0,18563.0,2613.0,17424.0,114.0,30298.0,658.0,16813.0,299.0,14522.0,960.0,27266.0,36.0,9150.0,36.0,6557.0,5.0,681.0,125.0,3201.0,1108.0
b0161,1895.0,4563.0,2780.0,3004.0,5859.0,11758.0,2881.0,665.0,3100.0,1865.0,2400.0,365.0,7887.0,5272.0,4907.0,5942.0,2965.0,3467.0,7150.0,283.0,3608.0,210.0,3065.0,30.0,46845.0,816.0,2197.0,708.0
b3404,1724.0,606.0,1393.0,915.0,1719.0,1023.0,1493.0,105.0,1199.0,736.0,1568.0,129.0,1019.0,245.0,829.0,738.0,1184.0,1117.0,1158.0,109.0,747.0,94.0,816.0,10.0,2857.0,347.0,1013.0,439.0
b1293,184.0,89.0,281.0,194.0,253.0,125.0,302.0,48.0,412.0,263.0,370.0,23.0,288.0,124.0,228.0,90.0,195.0,278.0,260.0,12.0,195.0,14.0,203.0,5.0,428.0,28.0,148.0,135.0
b0065,1194.0,243.0,647.0,240.0,512.0,104.0,435.0,45.0,366.0,232.0,327.0,87.0,281.0,78.0,573.0,514.0,198.0,237.0,546.0,88.0,562.0,23.0,415.0,2.0,959.0,139.0,220.0,202.0
b0973,104.0,2.0,75.0,3.0,53.0,8.0,85.0,0.0,43.0,42.0,28.0,1.0,105.0,2.0,41.0,6.0,82.0,18.0,82.0,6.0,16.0,8.0,51.0,1.0,63.0,6.0,26.0,4.0
b2203,814.0,13.0,323.0,14.0,559.0,42.0,108.0,24.0,193.0,55.0,823.0,13.0,932.0,19.0,375.0,35.0,226.0,60.0,261.0,3.0,85.0,6.0,68.0,0.0,1261.0,9.0,110.0,33.0
b2512,2803.0,1374.0,3596.0,1886.0,3805.0,1198.0,3071.0,471.0,2050.0,1286.0,3337.0,423.0,3458.0,1973.0,3177.0,1389.0,3079.0,3771.0,2762.0,186.0,2488.0,156.0,2537.0,13.0,4445.0,477.0,2392.0,1732.0
b0820,2874.0,2441.0,4014.0,4125.0,4551.0,1642.0,4270.0,1089.0,3521.0,5641.0,3407.0,762.0,2033.0,2966.0,2083.0,2566.0,1544.0,9345.0,1839.0,412.0,1613.0,341.0,1709.0,30.0,2506.0,954.0,2116.0,3259.0
b2020,1324.0,320.0,990.0,211.0,934.0,259.0,613.0,62.0,1055.0,197.0,1173.0,63.0,924.0,242.0,1439.0,237.0,939.0,573.0,1017.0,17.0,742.0,5.0,913.0,1.0,5676.0,69.0,1329.0,735.0
b3862,331.0,155.0,806.0,443.0,1454.0,172.0,768.0,125.0,486.0,904.0,415.0,131.0,278.0,442.0,226.0,469.0,165.0,918.0,169.0,71.0,102.0,80.0,304.0,5.0,268.0,207.0,255.0,501.0
b1104,1426.0,155.0,3125.0,447.0,1930.0,201.0,2028.0,87.0,2688.0,604.0,1745.0,57.0,2233.0,357.0,1812.0,315.0,1345.0,700.0,1712.0,28.0,992.0,24.0,1024.0,0.0,1290.0,84.0,1085.0,306.0
b4041,4893.0,1984.0,6053.0,3561.0,6705.0,2433.0,6474.0,867.0,7586.0,7182.0,5539.0,834.0,4979.0,2838.0,5675.0,3124.0,3124.0,5760.0,4425.0,412.0,3471.0,301.0,3646.0,27.0,7805.0,877.0,3083.0,2310.0
b1735,626.0,16.0,594.0,26.0,434.0,32.0,659.0,4.0,429.0,81.0,395.0,16.0,383.0,84.0,296.0,29.0,357.0,118.0,329.0,6.0,361.0,7.0,283.0,1.0,340.0,13.0,363.0,62.0
b3348,108.0,46.0,184.0,106.0,145.0,27.0,175.0,29.0,80.0,85.0,90.0,15.0,117.0,40.0,215.0,159.0,84.0,151.0,82.0,20.0,113.0,24.0,103.0,1.0,187.0,121.0,63.0,51.0
b2464,726.0,12.0,2633.0,97.0,543.0,69.0,3006.0,28.0,1368.0,57.0,936.0,0.0,1876.0,100.0,1231.0,33.0,1142.0,86.0,3050.0,4.0,724.0,5.0,913.0,2.0,300.0,7.0,117.0,24.0
b2321,750.0,317.0,1454.0,670.0,1655.0,511.0,1593.0,172.0,955.0,921.0,926.0,157.0,999.0,466.0,670.0,471.0,645.0,1232.0,582.0,73.0,480.0,67.0,585.0,10.0,1192.0,221.0,864.0,486.0
b2195,209.0,19.0,198.0,53.0,320.0,38.0,121.0,20.0,145.0,76.0,462.0,28.0,409.0,56.0,316.0,52.0,276.0,124.0,340.0,4.0,156.0,4.0,151.0,3.0,986.0,31.0,70.0,29.0
b2493,1395.0,85.0,2444.0,248.0,2558.0,215.0,3694.0,76.0,2567.0,397.0,1685.0,46.0,1591.0,371.0,1345.0,204.0,1732.0,916.0,1401.0,37.0,372.0,4.0,1517.0,4.0,1299.0,82.0,1473.0,309.0
b0660,4543.0,415.0,6250.0,1548.0,5205.0,1143.0,5424.0,219.0,4894.0,1835.0,3683.0,242.0,4642.0,1903.0,3750.0,945.0,3136.0,1870.0,4392.0,121.0,2525.0,83.0,3095.0,10.0,9455.0,338.0,2263.0,1010.0
b2063,1895.0,586.0,3509.0,1163.0,2205.0,428.0,3079.0,215.0,2153.0,766.0,1244.0,66.0,3035.0,725.0,2261.0,1108.0,1708.0,1220.0,2443.0,95.0,1064.0,69.0,1412.0,4.0,3991.0,148.0,2288.0,642.0
b4401,7732.0,331.0,11831.0,931.0,9084.0,275.0,15496.0,188.0,11878.0,2542.0,6497.0,204.0,6761.0,1049.0,5686.0,594.0,5599.0,1526.0,5864.0,115.0,4044.0,75.0,3584.0,9.0,2131.0,284.0,3779.0,729.0
b4016,183.0,3.0,381.0,24.0,352.0,33.0,333.0,5.0,328.0,37.0,300.0,9.0,547.0,71.0,1016.0,74.0,729.0,107.0,484.0,23.0,316.0,13.0,1493.0,4.0,216.0,21.0,239.0,42.0
b1249,2446.0,266.0,3825.0,697.0,2637.0,349.0,4139.0,280.0,3230.0,725.0,2041.0,72.0,3221.0,616.0,2318.0,503.0,2536.0,1319.0,2568.0,58.0,861.0,20.0,1790.0,3.0,2435.0,89.0,2218.0,404.0
b0047,551.0,47.0,940.0,118.0,858.0,88.0,1308.0,35.0,913.0,276.0,1152.0,45.0,1027.0,351.0,777.0,134.0,1005.0,286.0,1024.0,26.0,554.0,24.0,552.0,7.0,1337.0,31.0,490.0,136.0
b4359,595.0,121.0,1152.0,558.0,1987.0,462.0,1092.0,149.0,913.0,1181.0,995.0,170.0,605.0,618.0,844.0,476.0,459.0,846.0,506.0,116.0,666.0,43.0,517.0,12.0,1621.0,110.0,569.0,461.0
b3150,2722.0,266.0,2522.0,439.0,1789.0,152.0,1992.0,67.0,1565.0,433.0,1447.0,54.0,1576.0,406.0,1508.0,240.0,1164.0,556.0,1390.0,38.0,1361.0,32.0,935.0,2.0,2024.0,77.0,927.0,217.0
b1925,39.0,2.0,1943.0,22.0,48.0,3.0,1430.0,140.0,127.0,331.0,155.0,8.0,363.0,105.0,26.0,7.0,35.0,7.0,52.0,3.0,31.0,4.0,61.0,3.0,46.0,4.0,38.0,14.0
b1219,2077.0,132.0,2490.0,422.0,1869.0,140.0,1791.0,86.0,1622.0,370.0,1952.0,37.0,1681.0,459.0,2229.0,153.0,1249.0,412.0,1517.0,20.0,1442.0,27.0,1264.0,2.0,966.0,100.0,1118.0,190.0
b2286,9097.0,1986.0,8211.0,7595.0,10455.0,4032.0,8876.0,915.0,10840.0,20429.0,9154.0,603.0,23325.0,3983.0,11619.0,6228.0,8052.0,7414.0,11274.0,576.0,4258.0,296.0,5636.0,36.0,19733.0,1712.0,4567.0,4121.0
b2905,18624.0,306.0,23611.0,710.0,16782.0,610.0,13695.0,131.0,24386.0,2492.0,17962.0,136.0,12825.0,1225.0,29964.0,1161.0,11944.0,857.0,21049.0,58.0,10142.0,26.0,13567.0,3.0,1935.0,186.0,8034.0,629.0
b0058,306.0,391.0,500.0,757.0,196.0,222.0,435.0,189.0,462.0,807.0,335.0,83.0,359.0,213.0,379.0,443.0,332.0,886.0,181.0,54.0,303.0,150.0,196.0,2.0,113.0,95.0,135.0,413.0
b0213,971.0,66.0,1606.0,126.0,873.0,95.0,1483.0,28.0,1064.0,311.0,672.0,16.0,880.0,157.0,559.0,126.0,738.0,218.0,684.0,11.0,420.0,14.0,554.0,3.0,872.0,39.0,501.0,87.0
b2871,59.0,3.0,105.0,11.0,80.0,19.0,47.0,1.0,58.0,12.0,55.0,2.0,46.0,13.0,49.0,8.0,62.0,29.0,40.0,4.0,36.0,4.0,46.0,0.0,35.0,0.0,41.0,2.0
b1232,1804.0,698.0,4648.0,1755.0,3589.0,1450.0,4667.0,401.0,3981.0,3055.0,2535.0,264.0,2602.0,1418.0,2535.0,946.0,1790.0,3012.0,1853.0,119.0,1912.0,78.0,1872.0,14.0,2512.0,334.0,1835.0,1326.0
b2730,348.0,20.0,868.0,78.0,884.0,91.0,553.0,10.0,504.0,54.0,1337.0,13.0,541.0,56.0,225.0,85.0,446.0,169.0,346.0,10.0,136.0,0.0,373.0,2.0,180.0,25.0,536.0,44.0
b2518,2021.0,2546.0,4012.0,9072.0,11245.0,3013.0,4988.0,5579.0,6070.0,14647.0,6275.0,2176.0,4812.0,6756.0,12927.0,15408.0,3860.0,18534.0,4397.0,1104.0,4676.0,1221.0,2747.0,106.0,11874.0,5695.0,2907.0,15343.0
b0615,1719.0,9.0,2180.0,21.0,3264.0,44.0,1108.0,1.0,875.0,34.0,3524.0,78.0,817.0,49.0,819.0,18.0,2007.0,55.0,572.0,2.0,999.0,4.0,734.0,4.0,169.0,25.0,762.0,4.0
b2704,16735.0,26.0,3937.0,27.0,2706.0,475.0,3899.0,49.0,4463.0,5.0,825.0,3.0,496.0,264.0,9507.0,17.0,2284.0,159.0,872.0,5.0,5881.0,1.0,3096.0,0.0,40.0,22.0,229.0,33.0
b2392,9928.0,61.0,24978.0,270.0,16231.0,645.0,24873.0,710.0,20322.0,480.0,10570.0,57.0,2957.0,10280.0,12808.0,346.0,16530.0,1507.0,13709.0,44.0,9420.0,36.0,17133.0,21.0,1494.0,239.0,12184.0,1498.0
b1928,991.0,87.0,904.0,185.0,651.0,88.0,1034.0,66.0,692.0,257.0,775.0,45.0,861.0,236.0,678.0,139.0,738.0,552.0,677.0,27.0,377.0,25.0,485.0,4.0,892.0,60.0,532.0,219.0
b1086,1202.0,1200.0,2459.0,2469.0,3326.0,1204.0,563.0,133.0,998.0,3137.0,884.0,1137.0,962.0,2193.0,1059.0,2760.0,432.0,4278.0,443.0,352.0,379.0,233.0,906.0,17.0,1221.0,1369.0,831.0,2349.0
b3029,1578.0,132.0,3021.0,939.0,4906.0,1065.0,5619.0,867.0,4472.0,1581.0,4454.0,494.0,4619.0,1965.0,5889.0,1057.0,6589.0,3594.0,5882.0,109.0,2193.0,56.0,5972.0,17.0,7849.0,914.0,9131.0,945.0
b0527,73.0,29.0,41.0,7.0,54.0,18.0,44.0,4.0,84.0,13.0,50.0,0.0,66.0,7.0,85.0,15.0,33.0,28.0,42.0,4.0,42.0,5.0,67.0,0.0,104.0,6.0,50.0,11.0
b3924,2588.0,196.0,5010.0,856.0,2780.0,385.0,5615.0,182.0,4430.0,1731.0,2274.0,70.0,2265.0,611.0,1919.0,658.0,1772.0,540.0,2302.0,37.0,1649.0,41.0,1183.0,8.0,2531.0,159.0,1810.0,325.0
b3185,2926.0,1582.0,5270.0,3813.0,9818.0,1136.0,5139.0,675.0,3629.0,6666.0,4130.0,943.0,2125.0,2486.0,3307.0,2025.0,2478.0,9214.0,1904.0,368.0,2282.0,313.0,2639.0,14.0,3330.0,1274.0,2910.0,3712.0
b2586,62.0,15.0,81.0,18.0,119.0,41.0,63.0,4.0,65.0,27.0,28.0,5.0,46.0,27.0,74.0,40.0,41.0,42.0,47.0,6.0,37.0,1.0,65.0,2.0,60.0,12.0,39.0,25.0
b4042,448.0,33.0,956.0,134.0,958.0,80.0,1152.0,36.0,910.0,219.0,538.0,39.0,453.0,181.0,352.0,152.0,296.0,286.0,362.0,26.0,172.0,10.0,295.0,1.0,332.0,41.0,363.0,245.0
b1307,180.0,27.0,306.0,39.0,206.0,29.0,325.0,4.0,210.0,45.0,181.0,10.0,210.0,286.0,137.0,23.0,159.0,98.0,231.0,7.0,105.0,6.0,96.0,0.0,155.0,14.0,123.0,68.0
b3733,6578.0,1574.0,4838.0,4564.0,6109.0,1780.0,3092.0,1201.0,3387.0,5544.0,6765.0,1233.0,9171.0,3443.0,5998.0,3042.0,7241.0,10018.0,6433.0,450.0,5218.0,373.0,5541.0,41.0,7050.0,1003.0,4592.0,3010.0
b0470,2480.0,1475.0,4239.0,3618.0,4024.0,1879.0,4212.0,1046.0,3955.0,2319.0,1941.0,570.0,3269.0,1759.0,2733.0,2760.0,2699.0,6657.0,1526.0,295.0,2020.0,250.0,2424.0,24.0,2949.0,1207.0,2760.0,2113.0
b0110,1853.0,144.0,3262.0,338.0,2443.0,238.0,3407.0,120.0,2956.0,442.0,2217.0,45.0,2512.0,532.0,2607.0,373.0,2075.0,696.0,2168.0,44.0,1719.0,32.0,2211.0,6.0,2421.0,105.0,2660.0,358.0
b1018,14678.0,159.0,16944.0,918.0,38531.0,775.0,27459.0,364.0,31154.0,6239.0,46486.0,738.0,29997.0,10425.0,48130.0,1684.0,51061.0,4215.0,24118.0,316.0,33426.0,268.0,20670.0,88.0,11557.0,950.0,18633.0,6443.0
b1918,332.0,105.0,1014.0,336.0,545.0,147.0,1038.0,102.0,499.0,188.0,560.0,27.0,715.0,110.0,428.0,124.0,639.0,311.0,702.0,18.0,458.0,15.0,441.0,2.0,637.0,48.0,352.0,122.0
