,HM01_UR,HM01_UTI,HM03_UR,HM03_UTI,HM06_UR,HM06_UTI,HM07_UR,HM07_UTI,HM14_UR,HM14_UTI,HM17_UR,HM17_UTI,HM43_UR,HM43_UTI,HM54_UR,HM54_UTI,HM56_UR,HM56_UTI,HM57_UR,HM57_UTI,HM60_UR,HM60_UTI,HM66_UR,HM66_UTI,HM68_UR,HM68_UTI,HM86_UR,HM86_UTI
b0102,1963.0,231.0,2503.0,530.0,2397.0,304.0,2598.0,156.0,2156.0,828.0,2304.0,220.0,1316.0,535.0,1272.0,462.0,976.0,848.0,1308.0,86.0,1083.0,50.0,999.0,4.0,1489.0,185.0,1707.0,715.0
b1658,689.0,303.0,2024.0,1137.0,2407.0,550.0,934.0,83.0,1860.0,1512.0,1020.0,218.0,794.0,981.0,936.0,969.0,585.0,1851.0,523.0,121.0,618.0,72.0,624.0,12.0,693.0,422.0,888.0,1322.0
b3849,1663.0,380.0,1948.0,826.0,2520.0,594.0,2305.0,146.0,1914.0,1002.0,1500.0,154.0,1746.0,608.0,1563.0,808.0,1410.0,1428.0,1528.0,115.0,1283.0,99.0,1065.0,12.0,2055.0,248.0,1131.0,566.0
b2299,2032.0,191.0,2883.0,450.0,2475.0,239.0,3196.0,75.0,2165.0,943.0,2083.0,76.0,1854.0,479.0,1856.0,471.0,1232.0,851.0,1627.0,39.0,1388.0,47.0,976.0,7.0,3308.0,123.0,1464.0,590.0
b3574,1385.0,66.0,2704.0,231.0,2599.0,215.0,2605.0,64.0,2035.0,343.0,1603.0,46.0,1216.0,440.0,1391.0,234.0,1079.0,379.0,1096.0,45.0,895.0,36.0,830.0,9.0,1495.0,103.0,1266.0,250.0
b2498,2786.0,1392.0,4484.0,5718.0,8194.0,1471.0,3974.0,896.0,3837.0,6994.0,3565.0,681.0,3912.0,2054.0,3692.0,1712.0,3876.0,6447.0,2115.0,295.0,2539.0,266.0,2253.0,31.0,1373.0,798.0,2843.0,4127.0
b2907,1060.0,177.0,835.0,314.0,969.0,236.0,667.0,62.0,712.0,201.0,952.0,82.0,1190.0,109.0,1155.0,442.0,1015.0,817.0,1127.0,61.0,481.0,24.0,832.0,3.0,796.0,82.0,630.0,217.0
b3139,1033.0,2.0,1018.0,1.0,806.0,2.0,1355.0,1.0,517.0,2.0,325.0,1.0,261.0,3.0,176.0,2.0,1353.0,15.0,85.0,1.0,260.0,0.0,1054.0,0.0,17.0,4.0,1128.0,4.0
b2150,27801.0,18.0,17294.0,29.0,19464.0,160.0,10465.0,18.0,58891.0,213.0,9221.0,41.0,4930.0,938.0,45817.0,71.0,4989.0,109.0,25687.0,9.0,24439.0,12.0,4553.0,0.0,603.0,38.0,3195.0,112.0
b3591,1467.0,319.0,1341.0,443.0,1655.0,327.0,1439.0,127.0,1179.0,434.0,1104.0,72.0,1104.0,319.0,1692.0,1184.0,933.0,834.0,980.0,71.0,625.0,35.0,779.0,9.0,1267.0,121.0,1037.0,408.0
b0398,603.0,200.0,963.0,457.0,1106.0,274.0,834.0,103.0,655.0,581.0,532.0,64.0,457.0,257.0,431.0,276.0,250.0,550.0,357.0,42.0,412.0,34.0,320.0,4.0,727.0,105.0,470.0,299.0
b3634,219.0,76.0,342.0,181.0,904.0,136.0,479.0,40.0,512.0,248.0,321.0,42.0,551.0,174.0,204.0,206.0,410.0,484.0,199.0,22.0,241.0,21.0,215.0,6.0,730.0,75.0,247.0,182.0
b2186,1736.0,937.0,1932.0,918.0,4024.0,797.0,2026.0,424.0,1852.0,2059.0,1843.0,508.0,2875.0,1715.0,2201.0,1464.0,1688.0,3452.0,1257.0,167.0,1185.0,146.0,1146.0,19.0,2410.0,861.0,1217.0,1329.0
b0840,1572.0,92.0,1954.0,209.0,1756.0,191.0,2033.0,74.0,1579.0,343.0,1215.0,100.0,1404.0,419.0,1115.0,271.0,871.0,567.0,1004.0,58.0,739.0,32.0,1004.0,7.0,1541.0,125.0,1275.0,379.0
b4200,8832.0,5134.0,8806.0,10783.0,14196.0,3697.0,7328.0,2362.0,5064.0,13861.0,9382.0,2234.0,9680.0,8258.0,7656.0,8763.0,7611.0,21771.0,4935.0,1162.0,3570.0,792.0,5916.0,75.0,3556.0,2808.0,4756.0,7799.0
b0491,391.0,22.0,516.0,56.0,396.0,20.0,391.0,9.0,453.0,198.0,243.0,13.0,277.0,62.0,285.0,38.0,333.0,96.0,281.0,11.0,153.0,8.0,526.0,0.0,300.0,16.0,195.0,41.0
b3454,647.0,16.0,1125.0,38.0,1292.0,37.0,871.0,10.0,533.0,102.0,1435.0,19.0,1370.0,82.0,1262.0,95.0,994.0,27.0,506.0,4.0,725.0,4.0,1209.0,2.0,543.0,13.0,789.0,97.0
b0337,646.0,145.0,795.0,892.0,473.0,113.0,693.0,82.0,727.0,587.0,392.0,47.0,675.0,100.0,257.0,89.0,413.0,340.0,528.0,31.0,392.0,23.0,364.0,3.0,778.0,56.0,357.0,136.0
b2169,88.0,340.0,69.0,355.0,41.0,210.0,47.0,82.0,64.0,1233.0,52.0,71.0,58.0,496.0,59.0,314.0,42.0,774.0,50.0,61.0,34.0,34.0,96.0,4.0,310.0,181.0,60.0,1257.0
b2453,36.0,4.0,54.0,13.0,45.0,5.0,85.0,1.0,46.0,1.0,28.0,3.0,40.0,0.0,44.0,4.0,40.0,6.0,27.0,3.0,15.0,6.0,23.0,0.0,33.0,0.0,21.0,4.0
b3550,418.0,41.0,699.0,66.0,622.0,46.0,825.0,22.0,744.0,160.0,586.0,14.0,426.0,82.0,349.0,69.0,178.0,74.0,597.0,10.0,350.0,14.0,216.0,2.0,252.0,13.0,316.0,51.0
b2157,521.0,140.0,822.0,207.0,569.0,175.0,911.0,39.0,499.0,172.0,579.0,28.0,632.0,176.0,500.0,243.0,522.0,379.0,744.0,37.0,468.0,35.0,602.0,0.0,691.0,67.0,558.0,151.0
b2927,2259.0,1215.0,3646.0,1712.0,3608.0,1678.0,2774.0,459.0,2886.0,3021.0,2179.0,421.0,2966.0,2977.0,3190.0,2598.0,2676.0,4427.0,2163.0,188.0,2033.0,287.0,3214.0,29.0,3448.0,857.0,2368.0,2017.0
b3310,10453.0,14882.0,18112.0,38258.0,35487.0,19708.0,22502.0,11469.0,22179.0,72123.0,28723.0,7066.0,25061.0,29104.0,25129.0,28106.0,28141.0,79337.0,18263.0,3741.0,18084.0,3267.0,20813.0,247.0,21013.0,8477.0,23037.0,28942.0
b1740,2655.0,375.0,5702.0,1777.0,3633.0,507.0,5747.0,326.0,4022.0,1759.0,3676.0,178.0,4216.0,1272.0,2795.0,546.0,2919.0,1644.0,3462.0,110.0,2673.0,66.0,2710.0,14.0,4951.0,299.0,2599.0,629.0
b3638,471.0,242.0,97.0,21.0,1294.0,475.0,1299.0,254.0,1010.0,668.0,967.0,66.0,1059.0,511.0,1113.0,544.0,814.0,972.0,946.0,56.0,880.0,39.0,1034.0,1.0,1291.0,185.0,789.0,458.0
b3279,1521.0,105.0,4099.0,340.0,1926.0,218.0,4028.0,88.0,2590.0,696.0,1314.0,46.0,2349.0,366.0,1543.0,184.0,1978.0,472.0,1807.0,28.0,1107.0,17.0,1145.0,3.0,2504.0,111.0,1024.0,152.0
b0493,1768.0,266.0,2329.0,501.0,2480.0,322.0,2350.0,87.0,2238.0,716.0,1434.0,89.0,1682.0,458.0,1607.0,675.0,1111.0,981.0,1329.0,63.0,870.0,60.0,885.0,9.0,1552.0,99.0,1329.0,408.0
b1475,1531.0,640.0,600.0,1212.0,1314.0,760.0,140.0,191.0,797.0,2178.0,122.0,23.0,4594.0,349.0,550.0,363.0,452.0,1837.0,778.0,56.0,249.0,52.0,319.0,2.0,1819.0,83.0,715.0,1077.0
b4005,399.0,372.0,548.0,1078.0,936.0,557.0,585.0,89.0,542.0,577.0,758.0,85.0,776.0,220.0,1005.0,557.0,448.0,614.0,564.0,64.0,520.0,38.0,386.0,1.0,458.0,134.0,324.0,374.0
b2268,588.0,89.0,803.0,180.0,965.0,153.0,664.0,34.0,504.0,381.0,461.0,76.0,467.0,329.0,395.0,188.0,336.0,416.0,435.0,30.0,336.0,23.0,347.0,6.0,833.0,89.0,388.0,293.0
b3525,104.0,7.0,2499.0,14.0,120.0,37.0,3956.0,95.0,78.0,52.0,222.0,6.0,565.0,193.0,55.0,18.0,102.0,35.0,30.0,26.0,55.0,15.0,85.0,6.0,26.0,3.0,49.0,17.0
b4470,10951.0,54.0,10078.0,621.0,11373.0,409.0,12075.0,35.0,16129.0,842.0,7751.0,152.0,1774.0,1256.0,8272.0,942.0,6266.0,1004.0,13461.0,188.0,14631.0,93.0,4719.0,8.0,308.0,238.0,5043.0,768.0
b1649,849.0,185.0,1108.0,247.0,454.0,133.0,807.0,55.0,589.0,243.0,406.0,17.0,502.0,156.0,313.0,271.0,301.0,303.0,496.0,20.0,140.0,32.0,302.0,2.0,910.0,182.0,371.0,118.0
b1000,2812.0,113.0,6090.0,181.0,4719.0,304.0,6756.0,102.0,4707.0,382.0,5087.0,60.0,6588.0,555.0,5330.0,324.0,5643.0,841.0,7627.0,43.0,2378.0,24.0,4559.0,5.0,3593.0,108.0,2644.0,310.0
b4233,3475.0,676.0,3595.0,1079.0,5390.0,958.0,4749.0,444.0,4419.0,2358.0,2440.0,349.0,1879.0,1005.0,2464.0,929.0,1022.0,1998.0,1848.0,127.0,1585.0,187.0,1281.0,9.0,3072.0,513.0,1510.0,1081.0
b1785,55.0,5.0,108.0,7.0,54.0,7.0,131.0,3.0,54.0,38.0,25.0,0.0,45.0,16.0,37.0,6.0,31.0,26.0,24.0,7.0,16.0,10.0,25.0,0.0,53.0,0.0,33.0,16.0
b3138,1037.0,1.0,2071.0,5.0,1161.0,8.0,2920.0,2.0,1059.0,5.0,489.0,1.0,537.0,17.0,654.0,2.0,2323.0,13.0,157.0,4.0,474.0,2.0,1912.0,1.0,34.0,1.0,2138.0,14.0
b3077,3831.0,3.0,4659.0,4.0,5272.0,31.0,1312.0,0.0,1615.0,10.0,2480.0,12.0,1782.0,159.0,1594.0,5.0,2208.0,111.0,2369.0,4.0,3717.0,3.0,1635.0,0.0,34.0,11.0,1289.0,36.0
b3844,2275.0,634.0,4017.0,1551.0,4637.0,616.0,4517.0,325.0,5234.0,3478.0,4336.0,288.0,4246.0,1575.0,4604.0,1437.0,3017.0,1875.0,3882.0,150.0,2490.0,168.0,3239.0,13.0,4226.0,474.0,3347.0,1630.0
b1306,110.0,16.0,232.0,15.0,154.0,36.0,266.0,9.0,171.0,17.0,194.0,5.0,187.0,225.0,104.0,9.0,96.0,70.0,206.0,2.0,83.0,2.0,89.0,0.0,117.0,5.0,103.0,63.0
b3132,9405.0,2.0,6070.0,5.0,1167.0,4.0,3436.0,3.0,4250.0,3.0,972.0,1.0,876.0,25.0,3620.0,4.0,3958.0,18.0,293.0,8.0,2841.0,5.0,4266.0,0.0,28.0,1.0,6128.0,27.0
b3097,6879.0,274.0,19283.0,1004.0,11492.0,614.0,31893.0,356.0,14430.0,1179.0,18509.0,124.0,19157.0,1424.0,17808.0,634.0,19303.0,2029.0,32641.0,102.0,9126.0,73.0,17015.0,7.0,3126.0,257.0,3278.0,684.0
b2696,4795.0,833.0,7822.0,1489.0,5152.0,758.0,9857.0,281.0,7099.0,3224.0,6729.0,294.0,8188.0,1690.0,7281.0,1348.0,6749.0,2250.0,8711.0,190.0,5440.0,145.0,6926.0,14.0,4999.0,600.0,4047.0,1310.0
b3575,484.0,5.0,1098.0,0.0,757.0,4.0,769.0,1.0,244.0,3.0,520.0,1.0,100.0,9.0,2796.0,5.0,205.0,9.0,144.0,6.0,314.0,4.0,472.0,0.0,33.0,0.0,271.0,3.0
b3126,149.0,6.0,260.0,16.0,136.0,18.0,194.0,9.0,119.0,11.0,94.0,1.0,88.0,54.0,302.0,13.0,73.0,27.0,113.0,6.0,102.0,0.0,60.0,1.0,62.0,5.0,61.0,10.0
b3805,2509.0,562.0,5001.0,1774.0,3191.0,766.0,5460.0,479.0,5110.0,1826.0,2830.0,105.0,2641.0,581.0,3307.0,1252.0,2281.0,1559.0,2806.0,108.0,2421.0,100.0,2152.0,6.0,4299.0,275.0,2545.0,592.0
b2697,19168.0,8908.0,31882.0,16764.0,37253.0,10722.0,38857.0,3514.0,43853.0,32446.0,33555.0,3018.0,32777.0,15904.0,37897.0,22674.0,29333.0,30987.0,22810.0,1682.0,25299.0,1428.0,20883.0,127.0,28544.0,4147.0,20379.0,12569.0
b4460,2692.0,12.0,2026.0,26.0,1574.0,35.0,3162.0,5.0,1377.0,23.0,217.0,3.0,250.0,45.0,223.0,11.0,649.0,22.0,405.0,10.0,1850.0,4.0,990.0,0.0,198.0,7.0,181.0,18.0
b3186,7882.0,7415.0,18224.0,20312.0,31462.0,8680.0,17488.0,6579.0,12518.0,33456.0,14993.0,5431.0,9864.0,19672.0,12859.0,14642.0,8128.0,48005.0,6608.0,2398.0,7285.0,2155.0,9084.0,176.0,11927.0,7747.0,10539.0,23370.0
b2257,229.0,6.0,456.0,22.0,408.0,33.0,474.0,5.0,318.0,53.0,644.0,8.0,687.0,84.0,668.0,45.0,741.0,64.0,840.0,12.0,377.0,5.0,941.0,2.0,654.0,14.0,310.0,31.0
b4211,377.0,36.0,314.0,69.0,242.0,64.0,351.0,17.0,579.0,116.0,464.0,11.0,773.0,164.0,785.0,162.0,229.0,94.0,342.0,4.0,252.0,6.0,292.0,0.0,254.0,18.0,278.0,58.0
b3951,1088.0,21.0,403.0,38.0,1615.0,63.0,418.0,11.0,297.0,81.0,394.0,9.0,343.0,75.0,443.0,52.0,535.0,105.0,333.0,24.0,508.0,20.0,3938.0,7.0,168.0,30.0,351.0,29.0
b3866,1807.0,779.0,3515.0,1897.0,4335.0,934.0,3591.0,371.0,2954.0,3717.0,2161.0,516.0,3179.0,1847.0,2249.0,1374.0,1715.0,2692.0,2100.0,180.0,1170.0,134.0,1341.0,21.0,2754.0,630.0,1036.0,1970.0
b1745,114.0,6.0,129.0,15.0,97.0,8.0,218.0,5.0,82.0,13.0,63.0,1.0,158.0,17.0,118.0,12.0,78.0,24.0,225.0,3.0,60.0,3.0,89.0,0.0,115.0,2.0,64.0,7.0
b2834,4572.0,259.0,5060.0,406.0,5525.0,346.0,5392.0,146.0,5421.0,455.0,6304.0,86.0,5348.0,758.0,5862.0,648.0,5362.0,732.0,6280.0,58.0,4467.0,61.0,4252.0,9.0,5679.0,159.0,5394.0,474.0
b2703,63126.0,31.0,8429.0,29.0,4317.0,343.0,9468.0,43.0,11775.0,7.0,1831.0,1.0,997.0,423.0,18378.0,19.0,4793.0,137.0,2034.0,5.0,19225.0,2.0,5977.0,1.0,53.0,2.0,386.0,33.0
b2461,37.0,2.0,37.0,0.0,37.0,2.0,30.0,0.0,25.0,0.0,22.0,0.0,25.0,7.0,16.0,1.0,9.0,2.0,28.0,4.0,10.0,2.0,14.0,1.0,17.0,1.0,15.0,4.0
b4232,5886.0,396.0,9524.0,1475.0,10087.0,664.0,13088.0,400.0,11108.0,2487.0,11365.0,235.0,10054.0,1640.0,11561.0,1103.0,8589.0,2536.0,8896.0,138.0,8649.0,117.0,5678.0,27.0,5526.0,267.0,7872.0,1630.0
b1098,2961.0,696.0,1834.0,1234.0,1522.0,294.0,1845.0,254.0,2599.0,1604.0,1978.0,236.0,1164.0,728.0,991.0,465.0,1830.0,2665.0,1490.0,146.0,843.0,66.0,801.0,4.0,1432.0,134.0,1011.0,588.0
b4109,631.0,72.0,3572.0,151.0,442.0,75.0,3978.0,196.0,1528.0,218.0,1096.0,23.0,823.0,249.0,352.0,86.0,657.0,301.0,559.0,41.0,519.0,40.0,747.0,4.0,589.0,26.0,294.0,67.0
b2426,4706.0,187.0,4505.0,457.0,1412.0,128.0,3658.0,201.0,4005.0,543.0,1474.0,103.0,1448.0,435.0,2200.0,224.0,1093.0,485.0,1311.0,59.0,1871.0,40.0,2645.0,9.0,606.0,182.0,1670.0,292.0
b2128,58.0,3.0,171.0,9.0,111.0,10.0,184.0,4.0,99.0,7.0,115.0,1.0,149.0,13.0,133.0,5.0,124.0,24.0,125.0,3.0,68.0,1.0,80.0,0.0,59.0,1.0,37.0,14.0
b3754,679.0,222.0,675.0,231.0,685.0,262.0,832.0,61.0,523.0,259.0,731.0,62.0,698.0,215.0,734.0,364.0,486.0,277.0,966.0,85.0,327.0,52.0,715.0,7.0,1523.0,172.0,797.0,179.0
b2793,1564.0,337.0,2384.0,796.0,1936.0,423.0,2296.0,309.0,1381.0,1324.0,1281.0,246.0,1443.0,816.0,1210.0,758.0,1138.0,1549.0,1240.0,115.0,647.0,49.0,948.0,6.0,1687.0,368.0,1353.0,636.0
b2438,135.0,6.0,218.0,25.0,112.0,12.0,178.0,2.0,163.0,9.0,128.0,0.0,125.0,38.0,88.0,13.0,86.0,15.0,146.0,0.0,89.0,6.0,79.0,0.0,127.0,3.0,86.0,11.0
b2249,1493.0,210.0,1563.0,207.0,960.0,136.0,1762.0,68.0,1498.0,385.0,1993.0,97.0,2257.0,537.0,1623.0,519.0,1394.0,648.0,958.0,21.0,649.0,38.0,1273.0,4.0,2912.0,147.0,1562.0,332.0
b2572,4496.0,1241.0,5544.0,1398.0,5234.0,1867.0,4791.0,387.0,5929.0,1691.0,3494.0,338.0,8752.0,1827.0,6039.0,1742.0,4006.0,2016.0,8311.0,152.0,5880.0,140.0,5385.0,20.0,16071.0,515.0,3814.0,781.0
b3892,9532.0,2934.0,7759.0,7542.0,7773.0,3164.0,6699.0,1686.0,9727.0,25333.0,5330.0,682.0,12132.0,5404.0,10492.0,5334.0,6638.0,9135.0,8449.0,723.0,7430.0,778.0,5620.0,74.0,7208.0,1508.0,6006.0,5536.0
b1080,159.0,10.0,1258.0,215.0,133.0,28.0,135.0,416.0,83.0,2558.0,213.0,34.0,356.0,127.0,89.0,20.0,105.0,53.0,98.0,5.0,68.0,8.0,101.0,1.0,215.0,15.0,58.0,41.0
b1092,4693.0,3170.0,4380.0,6733.0,4743.0,2902.0,4765.0,1637.0,5881.0,9295.0,5512.0,1484.0,7968.0,5217.0,4962.0,5175.0,6485.0,16666.0,5966.0,783.0,3801.0,501.0,3795.0,35.0,8102.0,1542.0,3860.0,5381.0
b3003,373.0,13.0,501.0,10.0,59.0,9.0,308.0,2.0,289.0,24.0,216.0,4.0,854.0,50.0,286.0,21.0,15.0,4.0,464.0,16.0,141.0,5.0,214.0,1.0,139.0,17.0,75.0,18.0
b2070,307.0,8.0,526.0,49.0,531.0,56.0,642.0,7.0,417.0,82.0,316.0,19.0,385.0,80.0,365.0,73.0,420.0,99.0,248.0,11.0,123.0,7.0,334.0,1.0,196.0,19.0,290.0,22.0
b1280,1698.0,217.0,1982.0,294.0,2035.0,426.0,1895.0,86.0,1684.0,456.0,1440.0,89.0,1497.0,585.0,1366.0,428.0,1076.0,704.0,241.0,11.0,1003.0,37.0,1286.0,6.0,2389.0,129.0,1238.0,454.0
b0234,159.0,9.0,227.0,26.0,139.0,18.0,184.0,3.0,119.0,53.0,113.0,17.0,76.0,50.0,75.0,24.0,82.0,48.0,97.0,24.0,82.0,11.0,187.0,1.0,215.0,18.0,51.0,16.0
b1761,13931.0,267.0,9642.0,226.0,9080.0,394.0,5096.0,62.0,7922.0,554.0,9496.0,92.0,9496.0,1328.0,7300.0,337.0,6974.0,700.0,6523.0,53.0,1596.0,14.0,8468.0,7.0,9151.0,165.0,6013.0,744.0
b1582,320.0,28.0,451.0,35.0,620.0,57.0,444.0,7.0,317.0,85.0,387.0,21.0,315.0,103.0,314.0,50.0,356.0,152.0,346.0,9.0,220.0,10.0,373.0,2.0,440.0,42.0,274.0,94.0
b3014,32.0,5.0,26.0,2.0,29.0,3.0,59.0,0.0,33.0,0.0,30.0,0.0,24.0,11.0,24.0,2.0,18.0,3.0,23.0,0.0,15.0,1.0,23.0,0.0,16.0,3.0,14.0,2.0
b2809,269.0,36.0,1876.0,35.0,290.0,23.0,2061.0,15.0,914.0,56.0,472.0,3.0,1660.0,49.0,328.0,17.0,484.0,65.0,957.0,3.0,367.0,1.0,451.0,1.0,736.0,18.0,121.0,11.0
b3547,158.0,1526.0,109.0,226.0,238.0,23.0,114.0,2.0,119.0,866.0,165.0,43.0,367.0,32.0,118.0,3136.0,165.0,99.0,269.0,59.0,55.0,340.0,176.0,7.0,9757.0,1319.0,104.0,38.0
b4069,5310.0,14.0,2097.0,48.0,1846.0,103.0,2300.0,19.0,2160.0,86.0,696.0,8.0,1305.0,196.0,5058.0,51.0,1652.0,165.0,4323.0,17.0,2665.0,8.0,883.0,8.0,874.0,26.0,203.0,33.0
b3270,123.0,4.0,268.0,25.0,258.0,17.0,351.0,5.0,243.0,38.0,162.0,7.0,150.0,19.0,108.0,22.0,190.0,56.0,174.0,10.0,99.0,7.0,162.0,2.0,131.0,9.0,98.0,13.0
b1134,339.0,143.0,475.0,118.0,561.0,211.0,430.0,29.0,428.0,175.0,412.0,29.0,361.0,100.0,361.0,232.0,199.0,301.0,279.0,26.0,268.0,11.0,292.0,3.0,468.0,53.0,328.0,140.0
b4330,2604.0,3.0,2869.0,19.0,1483.0,9.0,320.0,3.0,3102.0,40.0,2438.0,18.0,4273.0,32.0,1505.0,12.0,1438.0,10.0,1148.0,4.0,489.0,1.0,1500.0,1.0,72.0,1.0,1527.0,8.0
b3544,22578.0,296.0,26867.0,431.0,19550.0,839.0,26848.0,359.0,30655.0,2458.0,25809.0,304.0,25924.0,5300.0,20666.0,706.0,16483.0,1243.0,27714.0,77.0,9427.0,25.0,11879.0,17.0,34021.0,170.0,15743.0,2744.0
b3735,3875.0,1550.0,5651.0,5714.0,7753.0,1449.0,4756.0,1044.0,5702.0,11144.0,9525.0,1462.0,9937.0,4370.0,7558.0,2951.0,9084.0,11099.0,6418.0,455.0,5566.0,431.0,4831.0,31.0,7171.0,1216.0,3593.0,3383.0
b1008,36.0,2.0,20.0,0.0,23.0,3.0,23.0,0.0,15.0,2.0,5.0,0.0,18.0,0.0,15.0,1.0,12.0,4.0,9.0,2.0,6.0,0.0,12.0,0.0,57.0,1.0,4.0,0.0
b3439,518.0,52.0,614.0,52.0,980.0,402.0,828.0,58.0,703.0,275.0,944.0,38.0,1186.0,5051.0,843.0,240.0,899.0,389.0,265.0,10.0,468.0,24.0,688.0,2.0,720.0,126.0,684.0,119.0
b2372,17.0,1.0,62.0,13.0,40.0,3.0,69.0,2.0,37.0,527.0,24.0,17.0,21.0,9.0,20.0,0.0,13.0,18.0,226.0,7.0,11.0,7.0,31.0,1.0,41.0,0.0,5.0,6.0
b2206,6724.0,151.0,3655.0,473.0,6375.0,411.0,1590.0,182.0,2458.0,778.0,9364.0,274.0,7413.0,286.0,3276.0,475.0,3090.0,1099.0,3558.0,74.0,616.0,35.0,896.0,6.0,9817.0,92.0,1951.0,295.0
b0866,806.0,57.0,2092.0,317.0,749.0,118.0,2196.0,76.0,1391.0,218.0,697.0,27.0,1105.0,164.0,958.0,126.0,868.0,270.0,1357.0,12.0,893.0,20.0,740.0,3.0,741.0,37.0,426.0,154.0
b0219,499.0,29.0,1335.0,53.0,659.0,59.0,1357.0,24.0,709.0,101.0,1128.0,24.0,633.0,54.0,481.0,49.0,432.0,76.0,1504.0,12.0,845.0,20.0,810.0,2.0,509.0,21.0,507.0,42.0
b3992,49.0,11.0,62.0,31.0,76.0,22.0,52.0,25.0,68.0,10.0,66.0,4.0,119.0,28.0,82.0,66.0,80.0,66.0,84.0,6.0,34.0,4.0,67.0,0.0,118.0,12.0,24.0,13.0
b0824,5119.0,4.0,1413.0,6.0,2636.0,201.0,433.0,8.0,1854.0,7.0,4370.0,9.0,1424.0,176.0,3353.0,7.0,2450.0,47.0,816.0,11.0,1772.0,0.0,2040.0,0.0,85.0,32.0,3473.0,96.0
b3842,222.0,189.0,806.0,542.0,1746.0,577.0,916.0,137.0,378.0,535.0,437.0,105.0,468.0,453.0,325.0,724.0,449.0,1425.0,495.0,107.0,285.0,59.0,364.0,2.0,503.0,238.0,586.0,770.0
b3644,1541.0,555.0,2790.0,1503.0,1971.0,454.0,2613.0,499.0,2783.0,2296.0,2228.0,343.0,1461.0,694.0,1341.0,1024.0,1020.0,1763.0,1546.0,145.0,1037.0,124.0,1287.0,12.0,1177.0,454.0,1958.0,1142.0
b4074,72.0,5.0,180.0,26.0,131.0,11.0,38.0,2.0,112.0,22.0,131.0,2.0,120.0,12.0,44.0,8.0,50.0,14.0,54.0,25.0,12.0,1.0,31.0,2.0,65.0,4.0,26.0,12.0
b2777,1221.0,462.0,2162.0,1023.0,2174.0,526.0,649.0,65.0,1773.0,1782.0,1961.0,291.0,1943.0,1115.0,631.0,449.0,1484.0,1873.0,2030.0,164.0,433.0,95.0,1423.0,15.0,1651.0,342.0,1663.0,1105.0
b0073,3280.0,128.0,32238.0,104.0,37071.0,126.0,21159.0,93.0,2983.0,177.0,98631.0,104.0,8907.0,513.0,4151.0,271.0,58310.0,391.0,3768.0,19.0,21054.0,11.0,32313.0,4.0,13934.0,48.0,77224.0,483.0
b1678,2716.0,22.0,4587.0,151.0,825.0,104.0,5491.0,43.0,2632.0,143.0,2354.0,13.0,2833.0,891.0,2102.0,119.0,2594.0,280.0,4026.0,10.0,1420.0,5.0,2736.0,0.0,601.0,43.0,1046.0,82.0
b0849,486.0,419.0,3217.0,1310.0,3842.0,244.0,5120.0,778.0,4271.0,5625.0,4275.0,70.0,2095.0,2082.0,4828.0,2681.0,2981.0,1442.0,4044.0,119.0,1454.0,44.0,1908.0,15.0,2651.0,1096.0,2017.0,982.0
b3738,6425.0,1978.0,10938.0,4883.0,16662.0,1881.0,13240.0,1392.0,11898.0,7490.0,11016.0,1251.0,10914.0,5377.0,9872.0,3137.0,9661.0,11262.0,6998.0,511.0,8196.0,490.0,7392.0,34.0,7756.0,1275.0,5969.0,4964.0
b0844,590.0,147.0,1234.0,261.0,1907.0,316.0,1152.0,71.0,1158.0,445.0,1054.0,53.0,1130.0,218.0,639.0,241.0,1207.0,662.0,879.0,38.0,536.0,13.0,542.0,3.0,497.0,45.0,525.0,95.0
b3248,1367.0,510.0,2240.0,1123.0,2060.0,535.0,2089.0,214.0,1993.0,1539.0,1622.0,194.0,1761.0,750.0,1931.0,836.0,1543.0,1517.0,1267.0,113.0,1333.0,112.0,1270.0,11.0,2102.0,259.0,1058.0,813.0
b2682,1089.0,373.0,1591.0,654.0,1193.0,575.0,1491.0,178.0,1314.0,537.0,969.0,81.0,1069.0,345.0,1196.0,916.0,959.0,1332.0,1053.0,79.0,683.0,63.0,1045.0,3.0,1138.0,119.0,1040.0,379.0
b1209,2989.0,483.0,3167.0,933.0,2266.0,609.0,3028.0,253.0,2272.0,1168.0,1893.0,193.0,2332.0,1133.0,2070.0,790.0,1621.0,1332.0,1927.0,113.0,1213.0,64.0,1290.0,9.0,2086.0,227.0,1461.0,661.0
b2100,394.0,18.0,216.0,30.0,282.0,21.0,131.0,14.0,243.0,46.0,234.0,8.0,219.0,26.0,491.0,86.0,225.0,46.0,202.0,5.0,261.0,8.0,181.0,0.0,140.0,12.0,129.0,15.0
b3857,530.0,23.0,1105.0,91.0,969.0,35.0,1172.0,29.0,876.0,192.0,762.0,25.0,1046.0,191.0,666.0,132.0,676.0,259.0,930.0,17.0,378.0,17.0,571.0,0.0,843.0,43.0,749.0,100.0
b1464,1185.0,177.0,1676.0,437.0,2278.0,425.0,1380.0,89.0,780.0,384.0,1152.0,130.0,1069.0,532.0,1453.0,496.0,647.0,368.0,1202.0,44.0,232.0,10.0,1229.0,11.0,1862.0,158.0,1776.0,371.0
b0319,47.0,3.0,83.0,2.0,40.0,6.0,56.0,2.0,57.0,12.0,12.0,1.0,22.0,6.0,18.0,2.0,52.0,11.0,21.0,4.0,30.0,3.0,30.0,1.0,17.0,3.0,15.0,2.0
